token,match_index,position,context
SESSION,1,148608,"animation:[""animate"",""variants"",""whileHover"",""whileTap"",""exit"",""whileInView"",""whileFocus"",""whileDrag""],exit:[""exit""],drag:[""drag"",""dragControls""],focus:[""whileFocus""],hover:[""whileHover"",""onHoverStart"",""onHoverEnd""],tap:[""whileTap"",""onTap"",""onTapStart"",""onTapCancel""],pan:[""onPan"",""onPanStart"",""onPanSessionStart"",""onPanEnd""],inView:[""whileInView"",""onViewportEnter"",""onViewportLeave""],layout:[""layout"",""layoutId""]},Hn={};for(const t in $n)Hn[t]={isEnabled:e=>$n[t].some(t=>!!e[t])};const Un=[...Xt,he,ve],Yn=()=>({x:{min:0,max:0},y:{min:0,max:0}}),qn=[""AnimationStart"",""AnimationComplete"",""Update"",""BeforeLayoutMeasure"",""LayoutMeasure"",""LayoutAnimationStart"",""LayoutAnimationComplete""];class Xn{scrapeMotionValuesFromProps(t,e,n){return{}}constructor({parent:t,props:e,presenceContext:n,reducedMotionConfig:"
SESSION,2,249699,"llback:null,fnFormatNumber:function(e){return e.toString().replace(/\B(?=(\d{3})+(?!\d))/g,this.oLanguage.sThousands)},fnHeaderCallback:null,fnInfoCallback:null,fnInitComplete:null,fnPreDrawCallback:null,fnRowCallback:null,fnStateLoadCallback:function(e){try{return JSON.parse((-1===e.iStateDuration?sessionStorage:localStorage).getItem(""DataTables_""+e.sInstance+""_""+location.pathname))}catch(e){return{}}},fnStateLoadParams:null,fnStateLoaded:null,fnStateSaveCallback:function(e,t){try{(-1===e.iStateDuration?sessionStorage:localStorage).setItem(""DataTables_""+e.sInstance+""_""+location.pathname,JSON.stringify(t))}catch(e){}},fnStateSaveParams:null,iStateDuration:7200,iDisplayLength:10,iDisplayStart:0,iTabIndex:0,oClasses:{},oLanguage:{oAria:{orderable:"": Activate to sort"",orderableReverse:"": Activate to"
SESSION,3,249909,"allback:null,fnStateLoadCallback:function(e){try{return JSON.parse((-1===e.iStateDuration?sessionStorage:localStorage).getItem(""DataTables_""+e.sInstance+""_""+location.pathname))}catch(e){return{}}},fnStateLoadParams:null,fnStateLoaded:null,fnStateSaveCallback:function(e,t){try{(-1===e.iStateDuration?sessionStorage:localStorage).setItem(""DataTables_""+e.sInstance+""_""+location.pathname,JSON.stringify(t))}catch(e){}},fnStateSaveParams:null,iStateDuration:7200,iDisplayLength:10,iDisplayStart:0,iTabIndex:0,oClasses:{},oLanguage:{oAria:{orderable:"": Activate to sort"",orderableReverse:"": Activate to invert sorting"",orderableRemove:"": Activate to remove sorting"",paginate:{first:""First"",last:""Last"",next:""Next"",previous:""Previous"",number:""""}},oPaginate:{sFirst:""«"",sLast:""»"",sNext:""›"",sPrevious:""‹""},entries:{"
SESSION,4,480170,"r), g } }, n } function r(t, e, r, n, a, o, i) { try { var c = t[o](i), s = c.value } catch (t) { return void r(t) } c.done ? e(s) : Promise.resolve(s).then(n, a) } !function (e, r) { if (r) { e.SETTINGS = e.SETTINGS || {}; var n = e.SETTINGS; n.SeasonDropDownData = [], n.SeasonEvents = [], n.SeasonSessions = [], n.Season = """", n.Session = """", n.DriverEvents = [], n.DriverEvent = """", n.DriverSessions = [], n.ActiveTab = """", n.Series = """", n.SeriesName = """", n.isDebug = !0, n.Environment = """", n.racetable, n.qualtable, n.qualovaltable, n.qualindytable, n.practable, n.alldrivertable, n.yeardrivertable, n.alltimewinnerstable, a.prototype.defaults = function () { return { SeasonDropDownData: [], SeasonEvents: [], SeasonSessions: [], Series: """", isDebug: !0, Environment: """" } }, a.prototype.AdjustTabs"
SESSION,5,480202,"r, n, a, o, i) { try { var c = t[o](i), s = c.value } catch (t) { return void r(t) } c.done ? e(s) : Promise.resolve(s).then(n, a) } !function (e, r) { if (r) { e.SETTINGS = e.SETTINGS || {}; var n = e.SETTINGS; n.SeasonDropDownData = [], n.SeasonEvents = [], n.SeasonSessions = [], n.Season = """", n.Session = """", n.DriverEvents = [], n.DriverEvent = """", n.DriverSessions = [], n.ActiveTab = """", n.Series = """", n.SeriesName = """", n.isDebug = !0, n.Environment = """", n.racetable, n.qualtable, n.qualovaltable, n.qualindytable, n.practable, n.alldrivertable, n.yeardrivertable, n.alltimewinnerstable, a.prototype.defaults = function () { return { SeasonDropDownData: [], SeasonEvents: [], SeasonSessions: [], Series: """", isDebug: !0, Environment: """" } }, a.prototype.AdjustTabsBarScrollingContainer = function"
SESSION,6,480265," { return void r(t) } c.done ? e(s) : Promise.resolve(s).then(n, a) } !function (e, r) { if (r) { e.SETTINGS = e.SETTINGS || {}; var n = e.SETTINGS; n.SeasonDropDownData = [], n.SeasonEvents = [], n.SeasonSessions = [], n.Season = """", n.Session = """", n.DriverEvents = [], n.DriverEvent = """", n.DriverSessions = [], n.ActiveTab = """", n.Series = """", n.SeriesName = """", n.isDebug = !0, n.Environment = """", n.racetable, n.qualtable, n.qualovaltable, n.qualindytable, n.practable, n.alldrivertable, n.yeardrivertable, n.alltimewinnerstable, a.prototype.defaults = function () { return { SeasonDropDownData: [], SeasonEvents: [], SeasonSessions: [], Series: """", isDebug: !0, Environment: """" } }, a.prototype.AdjustTabsBarScrollingContainer = function () { var t = document.querySelector("".tabs-bar-scrolling-conta"
SESSION,7,480595,""", n.Series = """", n.SeriesName = """", n.isDebug = !0, n.Environment = """", n.racetable, n.qualtable, n.qualovaltable, n.qualindytable, n.practable, n.alldrivertable, n.yeardrivertable, n.alltimewinnerstable, a.prototype.defaults = function () { return { SeasonDropDownData: [], SeasonEvents: [], SeasonSessions: [], Series: """", isDebug: !0, Environment: """" } }, a.prototype.AdjustTabsBarScrollingContainer = function () { var t = document.querySelector("".tabs-bar-scrolling-container""); if (t) { var e = t.querySelector("".tabs-bar""); if (e) { var r = t.querySelector("".tabs-bar-prev-button""), n = t.querySelector("".tabs-bar-next-button""); e.scrollLeft > 5 ? r.style.visibility = ""visible"" : r.style.visibility = ""hidden""; var a = Math.abs(e.getBoundingClientRect().width - e.scrollWidth); e.scrollLeft + 5 < a"
SESSION,8,481273,"visible"" : r.style.visibility = ""hidden""; var a = Math.abs(e.getBoundingClientRect().width - e.scrollWidth); e.scrollLeft + 5 < a ? n.style.visibility = ""visible"" : n.style.visibility = ""hidden"" } } }, a.prototype.init = function () { n.Season = r(""#hdnYear"").val(), n.Race = r(""#hdnEvent"").val(), n.Session = r(""#hdnSession"").val(), n.ActiveTab = r(""#hdnActiveTab"").val(), this.PopulateSeasonsDropdown(), this.BuildDriversDropDowns(), this.BuildAllTimeDropDowns(), this.SetActiveTabOnLoad() }, a.prototype.delegateEvents = function () { var t = this; n.Series = r(""#hdnSeries"").val(), n.SeriesName = r(""#hdnSeriesName"").val(), r(""#season-dropdown-race .custom-select-menu"").on(""click"", ""a"", (function (t) { })), r(""#race-dropdown .custom-select-menu"").on(""click"", ""a"", (function (t) { })), r(""#season-dropd"
SESSION,9,481290,"e.visibility = ""hidden""; var a = Math.abs(e.getBoundingClientRect().width - e.scrollWidth); e.scrollLeft + 5 < a ? n.style.visibility = ""visible"" : n.style.visibility = ""hidden"" } } }, a.prototype.init = function () { n.Season = r(""#hdnYear"").val(), n.Race = r(""#hdnEvent"").val(), n.Session = r(""#hdnSession"").val(), n.ActiveTab = r(""#hdnActiveTab"").val(), this.PopulateSeasonsDropdown(), this.BuildDriversDropDowns(), this.BuildAllTimeDropDowns(), this.SetActiveTabOnLoad() }, a.prototype.delegateEvents = function () { var t = this; n.Series = r(""#hdnSeries"").val(), n.SeriesName = r(""#hdnSeriesName"").val(), r(""#season-dropdown-race .custom-select-menu"").on(""click"", ""a"", (function (t) { })), r(""#race-dropdown .custom-select-menu"").on(""click"", ""a"", (function (t) { })), r(""#season-dropdown-driver .custo"
SESSION,10,484679,"anged(), r(""#series-dropdown .custom-select-menu"").removeClass(""show"") })), r("".race-tabs"").on(""click"", "".tab"", (function () { r("".race-tabs .tab"").removeClass(""active"").attr(""aria-selected"", ""false""), r(this).addClass(""active"").attr(""aria-selected"", ""true""), n.ViewBy = r(this).data(""tab-value""), n.Session = r(this).data(""tab-value""), t.UpdateSession() })), r("".driver-tabs"").on(""click"", "".tab"", (function () { r("".driver-tabs .tab"").removeClass(""active"").attr(""aria-selected"", ""false""), r(this).addClass(""active"").attr(""aria-selected"", ""true""), i(r(this).data(""tab-value"")) })) }, a.prototype.BuildDriversDropDowns = function () { r(""#season-dropdown-driver .custom-select-menu"").empty(), r.ajax({ type: ""GET"", async: !1, dataType: ""json"", url: n.Environment + ""/api/results/YearsBySeries?series="" + r(""#"
SESSION,11,484724,"enu"").removeClass(""show"") })), r("".race-tabs"").on(""click"", "".tab"", (function () { r("".race-tabs .tab"").removeClass(""active"").attr(""aria-selected"", ""false""), r(this).addClass(""active"").attr(""aria-selected"", ""true""), n.ViewBy = r(this).data(""tab-value""), n.Session = r(this).data(""tab-value""), t.UpdateSession() })), r("".driver-tabs"").on(""click"", "".tab"", (function () { r("".driver-tabs .tab"").removeClass(""active"").attr(""aria-selected"", ""false""), r(this).addClass(""active"").attr(""aria-selected"", ""true""), i(r(this).data(""tab-value"")) })) }, a.prototype.BuildDriversDropDowns = function () { r(""#season-dropdown-driver .custom-select-menu"").empty(), r.ajax({ type: ""GET"", async: !1, dataType: ""json"", url: n.Environment + ""/api/results/YearsBySeries?series="" + r(""#hdnSeries"").val(), success: function (t) { t."
SESSION,12,488820," (e) { var r = '<b data-tooltip-title=""'.concat(e.DriverName, '"">').concat(e.DriverName, ""</b>""), n = [e.OverallPosition || ""--"", r || ""--""]; return t.RaceAbbreviations.filter((function (t) { return ""Total"" !== t.Track })).forEach((function (t) { var r = e.Points.find((function (e) { return e.EventsSessionsID === t.EventsSessionsID })); n.push(r ? r.Points : ""--"") })), n.push(e.TotalPoints || ""--""), n })).forEach((function (t) { var e = r(""<tr></tr>""); t.forEach((function (r, n) { 1 === n ? e.append('<td class=""data-table-align-left data-table-driver-width"">'.concat(r, ""</td>"")) : n === t.length - 1 ? e.append('<td class=""data-table-padding-fit""><b>'.concat(r, ""</b></td>"")) : e.append('<td class=""data-table-padding-fit"">'.concat(r, ""</td>"")) })), a.append(e) })), e.DataTable({ destroy: !0, paging"
SESSION,13,488843,"-tooltip-title=""'.concat(e.DriverName, '"">').concat(e.DriverName, ""</b>""), n = [e.OverallPosition || ""--"", r || ""--""]; return t.RaceAbbreviations.filter((function (t) { return ""Total"" !== t.Track })).forEach((function (t) { var r = e.Points.find((function (e) { return e.EventsSessionsID === t.EventsSessionsID })); n.push(r ? r.Points : ""--"") })), n.push(e.TotalPoints || ""--""), n })).forEach((function (t) { var e = r(""<tr></tr>""); t.forEach((function (r, n) { 1 === n ? e.append('<td class=""data-table-align-left data-table-driver-width"">'.concat(r, ""</td>"")) : n === t.length - 1 ? e.append('<td class=""data-table-padding-fit""><b>'.concat(r, ""</b></td>"")) : e.append('<td class=""data-table-padding-fit"">'.concat(r, ""</td>"")) })), a.append(e) })), e.DataTable({ destroy: !0, paging: !1, searching: !1, or"
SESSION,14,490504,"driverid""), e = r(""#race-dropdown-driver .custom-select-menu a[aria-selected='true']""), a = e.data(""eventid""); r.ajax({ type: ""GET"", dataType: ""json"", url: n.Environment + ""/api/results/DriverEventDetails?driverID="" + t + ""&eventID="" + a, success: function (t) { n.DriverEvent = t.EventName, n.DriverSessions = t.EventSessionList || [], c(); var a = r("".driver-tabs""); a.empty(), n.DriverSessions.length ? (n.DriverSessions.forEach((function (t, e) { var r = 0 === e ? ""true"" : ""false"", n = '\n                <button class=""tab btn btn-secondary '.concat(0 === e ? ""active"" : """", '"" role=""tab""\n                    data-tab-value=""').concat(t.SessionId, '""\n                    data-tab-category=""').concat(t.SessionName, '""\n                    aria-selected=""').concat(r, '"">\n                    <span>'"
SESSION,15,490522,"""#race-dropdown-driver .custom-select-menu a[aria-selected='true']""), a = e.data(""eventid""); r.ajax({ type: ""GET"", dataType: ""json"", url: n.Environment + ""/api/results/DriverEventDetails?driverID="" + t + ""&eventID="" + a, success: function (t) { n.DriverEvent = t.EventName, n.DriverSessions = t.EventSessionList || [], c(); var a = r("".driver-tabs""); a.empty(), n.DriverSessions.length ? (n.DriverSessions.forEach((function (t, e) { var r = 0 === e ? ""true"" : ""false"", n = '\n                <button class=""tab btn btn-secondary '.concat(0 === e ? ""active"" : """", '"" role=""tab""\n                    data-tab-value=""').concat(t.SessionId, '""\n                    data-tab-category=""').concat(t.SessionName, '""\n                    aria-selected=""').concat(r, '"">\n                    <span>').concat(t.Session"
SESSION,16,490592,"a = e.data(""eventid""); r.ajax({ type: ""GET"", dataType: ""json"", url: n.Environment + ""/api/results/DriverEventDetails?driverID="" + t + ""&eventID="" + a, success: function (t) { n.DriverEvent = t.EventName, n.DriverSessions = t.EventSessionList || [], c(); var a = r("".driver-tabs""); a.empty(), n.DriverSessions.length ? (n.DriverSessions.forEach((function (t, e) { var r = 0 === e ? ""true"" : ""false"", n = '\n                <button class=""tab btn btn-secondary '.concat(0 === e ? ""active"" : """", '"" role=""tab""\n                    data-tab-value=""').concat(t.SessionId, '""\n                    data-tab-category=""').concat(t.SessionName, '""\n                    aria-selected=""').concat(r, '"">\n                    <span>').concat(t.SessionName, ""</span>\n                </button>\n                ""); a.appen"
SESSION,17,490619,"ax({ type: ""GET"", dataType: ""json"", url: n.Environment + ""/api/results/DriverEventDetails?driverID="" + t + ""&eventID="" + a, success: function (t) { n.DriverEvent = t.EventName, n.DriverSessions = t.EventSessionList || [], c(); var a = r("".driver-tabs""); a.empty(), n.DriverSessions.length ? (n.DriverSessions.forEach((function (t, e) { var r = 0 === e ? ""true"" : ""false"", n = '\n                <button class=""tab btn btn-secondary '.concat(0 === e ? ""active"" : """", '"" role=""tab""\n                    data-tab-value=""').concat(t.SessionId, '""\n                    data-tab-category=""').concat(t.SessionName, '""\n                    aria-selected=""').concat(r, '"">\n                    <span>').concat(t.SessionName, ""</span>\n                </button>\n                ""); a.append(n) })), n.DriverSessions."
SESSION,18,490848,"r a = r("".driver-tabs""); a.empty(), n.DriverSessions.length ? (n.DriverSessions.forEach((function (t, e) { var r = 0 === e ? ""true"" : ""false"", n = '\n                <button class=""tab btn btn-secondary '.concat(0 === e ? ""active"" : """", '"" role=""tab""\n                    data-tab-value=""').concat(t.SessionId, '""\n                    data-tab-category=""').concat(t.SessionName, '""\n                    aria-selected=""').concat(r, '"">\n                    <span>').concat(t.SessionName, ""</span>\n                </button>\n                ""); a.append(n) })), n.DriverSessions.length > 0 && i(n.DriverSessions[0].SessionId), r(""#driver-results .tabs-details-header"").text(t.DriverName), r(""#driver-results .tabs-details-subheader"").text(r(""#season-select-button-driver"").text().trim() + "" Season Race Resul"
SESSION,19,490914,"riverSessions.forEach((function (t, e) { var r = 0 === e ? ""true"" : ""false"", n = '\n                <button class=""tab btn btn-secondary '.concat(0 === e ? ""active"" : """", '"" role=""tab""\n                    data-tab-value=""').concat(t.SessionId, '""\n                    data-tab-category=""').concat(t.SessionName, '""\n                    aria-selected=""').concat(r, '"">\n                    <span>').concat(t.SessionName, ""</span>\n                </button>\n                ""); a.append(n) })), n.DriverSessions.length > 0 && i(n.DriverSessions[0].SessionId), r(""#driver-results .tabs-details-header"").text(t.DriverName), r(""#driver-results .tabs-details-subheader"").text(r(""#season-select-button-driver"").text().trim() + "" Season Race Results""), r(""#driver-results .tabs-details-descriptor"").text(e.text())"
SESSION,20,491022,"class=""tab btn btn-secondary '.concat(0 === e ? ""active"" : """", '"" role=""tab""\n                    data-tab-value=""').concat(t.SessionId, '""\n                    data-tab-category=""').concat(t.SessionName, '""\n                    aria-selected=""').concat(r, '"">\n                    <span>').concat(t.SessionName, ""</span>\n                </button>\n                ""); a.append(n) })), n.DriverSessions.length > 0 && i(n.DriverSessions[0].SessionId), r(""#driver-results .tabs-details-header"").text(t.DriverName), r(""#driver-results .tabs-details-subheader"").text(r(""#season-select-button-driver"").text().trim() + "" Season Race Results""), r(""#driver-results .tabs-details-descriptor"").text(e.text())) : console.warn(""No sessions available for this event."") }, error: function (t) { console.error(""Error fetc"
SESSION,21,491117,"   data-tab-value=""').concat(t.SessionId, '""\n                    data-tab-category=""').concat(t.SessionName, '""\n                    aria-selected=""').concat(r, '"">\n                    <span>').concat(t.SessionName, ""</span>\n                </button>\n                ""); a.append(n) })), n.DriverSessions.length > 0 && i(n.DriverSessions[0].SessionId), r(""#driver-results .tabs-details-header"").text(t.DriverName), r(""#driver-results .tabs-details-subheader"").text(r(""#season-select-button-driver"").text().trim() + "" Season Race Results""), r(""#driver-results .tabs-details-descriptor"").text(e.text())) : console.warn(""No sessions available for this event."") }, error: function (t) { console.error(""Error fetching driver event details:"", t) } }) }, a.prototype.BuildAllTimeDropDowns = function () { var t"
SESSION,22,491150,"ssionId, '""\n                    data-tab-category=""').concat(t.SessionName, '""\n                    aria-selected=""').concat(r, '"">\n                    <span>').concat(t.SessionName, ""</span>\n                </button>\n                ""); a.append(n) })), n.DriverSessions.length > 0 && i(n.DriverSessions[0].SessionId), r(""#driver-results .tabs-details-header"").text(t.DriverName), r(""#driver-results .tabs-details-subheader"").text(r(""#season-select-button-driver"").text().trim() + "" Season Race Results""), r(""#driver-results .tabs-details-descriptor"").text(e.text())) : console.warn(""No sessions available for this event."") }, error: function (t) { console.error(""Error fetching driver event details:"", t) } }) }, a.prototype.BuildAllTimeDropDowns = function () { var t = r(""#hdnSeries"").val(); ""09341e"
SESSION,23,491162,"n                    data-tab-category=""').concat(t.SessionName, '""\n                    aria-selected=""').concat(r, '"">\n                    <span>').concat(t.SessionName, ""</span>\n                </button>\n                ""); a.append(n) })), n.DriverSessions.length > 0 && i(n.DriverSessions[0].SessionId), r(""#driver-results .tabs-details-header"").text(t.DriverName), r(""#driver-results .tabs-details-subheader"").text(r(""#season-select-button-driver"").text().trim() + "" Season Race Results""), r(""#driver-results .tabs-details-descriptor"").text(e.text())) : console.warn(""No sessions available for this event."") }, error: function (t) { console.error(""Error fetching driver event details:"", t) } }) }, a.prototype.BuildAllTimeDropDowns = function () { var t = r(""#hdnSeries"").val(); ""09341e09-3216-4f89"
SESSION,24,491442,"n.DriverSessions[0].SessionId), r(""#driver-results .tabs-details-header"").text(t.DriverName), r(""#driver-results .tabs-details-subheader"").text(r(""#season-select-button-driver"").text().trim() + "" Season Race Results""), r(""#driver-results .tabs-details-descriptor"").text(e.text())) : console.warn(""No sessions available for this event."") }, error: function (t) { console.error(""Error fetching driver event details:"", t) } }) }, a.prototype.BuildAllTimeDropDowns = function () { var t = r(""#hdnSeries"").val(); ""09341e09-3216-4f89-a45f-db697d72ee13"" === t.toLowerCase() ? (r(""#season-dropdown-season .custom-select-menu"").empty(), r.ajax({ type: ""GET"", async: !1, dataType: ""json"", url: n.Environment + ""/api/results/YearsBySeries?series="" + t, success: function (t) { t.forEach((function (t) { var e = t === n"
SESSION,25,494593," && (e = r.EventName) })), n.SeasonEvents.length > 0 && (r(""#race-select-button"").text(e), this.UpdateRace()) }, a.prototype.UpdateRace = function () { var t = n.SeasonEvents.find((function (t) { return t.EventName.replaceAll(""'"", """").replaceAll("" "", ""-"").toLowerCase() === n.Race })); t && (n.SeasonSessions = t.Sessions, this.PopulateSessionTabs()) }, a.prototype.PopulateSessionTabs = function () { var t = r("".tabs-bar""); if (t.empty(), n.SeasonSessions && 0 !== n.SeasonSessions.length) { var e = 0; if (n.Session) { var a = n.SeasonSessions.findIndex((function (t) { return t.SessionName.replaceAll("" "", ""-"").toLowerCase() === n.Session })); -1 !== a && (e = a) } n.SeasonSessions.forEach((function (r, n) { var a = n === e ? ""active"" : """", o = n === e ? ""true"" : ""false""; t.append('<button class=""tab"
SESSION,26,494606,"entName) })), n.SeasonEvents.length > 0 && (r(""#race-select-button"").text(e), this.UpdateRace()) }, a.prototype.UpdateRace = function () { var t = n.SeasonEvents.find((function (t) { return t.EventName.replaceAll(""'"", """").replaceAll("" "", ""-"").toLowerCase() === n.Race })); t && (n.SeasonSessions = t.Sessions, this.PopulateSessionTabs()) }, a.prototype.PopulateSessionTabs = function () { var t = r("".tabs-bar""); if (t.empty(), n.SeasonSessions && 0 !== n.SeasonSessions.length) { var e = 0; if (n.Session) { var a = n.SeasonSessions.findIndex((function (t) { return t.SessionName.replaceAll("" "", ""-"").toLowerCase() === n.Session })); -1 !== a && (e = a) } n.SeasonSessions.forEach((function (r, n) { var a = n === e ? ""active"" : """", o = n === e ? ""true"" : ""false""; t.append('<button class=""tab btn btn-seco"
SESSION,27,494629,"vents.length > 0 && (r(""#race-select-button"").text(e), this.UpdateRace()) }, a.prototype.UpdateRace = function () { var t = n.SeasonEvents.find((function (t) { return t.EventName.replaceAll(""'"", """").replaceAll("" "", ""-"").toLowerCase() === n.Race })); t && (n.SeasonSessions = t.Sessions, this.PopulateSessionTabs()) }, a.prototype.PopulateSessionTabs = function () { var t = r("".tabs-bar""); if (t.empty(), n.SeasonSessions && 0 !== n.SeasonSessions.length) { var e = 0; if (n.Session) { var a = n.SeasonSessions.findIndex((function (t) { return t.SessionName.replaceAll("" "", ""-"").toLowerCase() === n.Session })); -1 !== a && (e = a) } n.SeasonSessions.forEach((function (r, n) { var a = n === e ? ""active"" : """", o = n === e ? ""true"" : ""false""; t.append('<button class=""tab btn btn-secondary '.concat(a, '"" ro"
SESSION,28,494667,"utton"").text(e), this.UpdateRace()) }, a.prototype.UpdateRace = function () { var t = n.SeasonEvents.find((function (t) { return t.EventName.replaceAll(""'"", """").replaceAll("" "", ""-"").toLowerCase() === n.Race })); t && (n.SeasonSessions = t.Sessions, this.PopulateSessionTabs()) }, a.prototype.PopulateSessionTabs = function () { var t = r("".tabs-bar""); if (t.empty(), n.SeasonSessions && 0 !== n.SeasonSessions.length) { var e = 0; if (n.Session) { var a = n.SeasonSessions.findIndex((function (t) { return t.SessionName.replaceAll("" "", ""-"").toLowerCase() === n.Session })); -1 !== a && (e = a) } n.SeasonSessions.forEach((function (r, n) { var a = n === e ? ""active"" : """", o = n === e ? ""true"" : ""false""; t.append('<button class=""tab btn btn-secondary '.concat(a, '"" role=""tab""\n                 data-tab-va"
SESSION,29,494742," { var t = n.SeasonEvents.find((function (t) { return t.EventName.replaceAll(""'"", """").replaceAll("" "", ""-"").toLowerCase() === n.Race })); t && (n.SeasonSessions = t.Sessions, this.PopulateSessionTabs()) }, a.prototype.PopulateSessionTabs = function () { var t = r("".tabs-bar""); if (t.empty(), n.SeasonSessions && 0 !== n.SeasonSessions.length) { var e = 0; if (n.Session) { var a = n.SeasonSessions.findIndex((function (t) { return t.SessionName.replaceAll("" "", ""-"").toLowerCase() === n.Session })); -1 !== a && (e = a) } n.SeasonSessions.forEach((function (r, n) { var a = n === e ? ""active"" : """", o = n === e ? ""true"" : ""false""; t.append('<button class=""tab btn btn-secondary '.concat(a, '"" role=""tab""\n                 data-tab-value=""').concat(r.EventsSessionID, '"" \n                 data-tab-category="""
SESSION,30,494768,"find((function (t) { return t.EventName.replaceAll(""'"", """").replaceAll("" "", ""-"").toLowerCase() === n.Race })); t && (n.SeasonSessions = t.Sessions, this.PopulateSessionTabs()) }, a.prototype.PopulateSessionTabs = function () { var t = r("".tabs-bar""); if (t.empty(), n.SeasonSessions && 0 !== n.SeasonSessions.length) { var e = 0; if (n.Session) { var a = n.SeasonSessions.findIndex((function (t) { return t.SessionName.replaceAll("" "", ""-"").toLowerCase() === n.Session })); -1 !== a && (e = a) } n.SeasonSessions.forEach((function (r, n) { var a = n === e ? ""active"" : """", o = n === e ? ""true"" : ""false""; t.append('<button class=""tab btn btn-secondary '.concat(a, '"" role=""tab""\n                 data-tab-value=""').concat(r.EventsSessionID, '"" \n                 data-tab-category=""').concat(r.SessionName, '"
SESSION,31,494804,"ame.replaceAll(""'"", """").replaceAll("" "", ""-"").toLowerCase() === n.Race })); t && (n.SeasonSessions = t.Sessions, this.PopulateSessionTabs()) }, a.prototype.PopulateSessionTabs = function () { var t = r("".tabs-bar""); if (t.empty(), n.SeasonSessions && 0 !== n.SeasonSessions.length) { var e = 0; if (n.Session) { var a = n.SeasonSessions.findIndex((function (t) { return t.SessionName.replaceAll("" "", ""-"").toLowerCase() === n.Session })); -1 !== a && (e = a) } n.SeasonSessions.forEach((function (r, n) { var a = n === e ? ""active"" : """", o = n === e ? ""true"" : ""false""; t.append('<button class=""tab btn btn-secondary '.concat(a, '"" role=""tab""\n                 data-tab-value=""').concat(r.EventsSessionID, '"" \n                 data-tab-category=""').concat(r.SessionName, '""\n                 aria-selected=""'"
SESSION,32,494831,"laceAll("" "", ""-"").toLowerCase() === n.Race })); t && (n.SeasonSessions = t.Sessions, this.PopulateSessionTabs()) }, a.prototype.PopulateSessionTabs = function () { var t = r("".tabs-bar""); if (t.empty(), n.SeasonSessions && 0 !== n.SeasonSessions.length) { var e = 0; if (n.Session) { var a = n.SeasonSessions.findIndex((function (t) { return t.SessionName.replaceAll("" "", ""-"").toLowerCase() === n.Session })); -1 !== a && (e = a) } n.SeasonSessions.forEach((function (r, n) { var a = n === e ? ""active"" : """", o = n === e ? ""true"" : ""false""; t.append('<button class=""tab btn btn-secondary '.concat(a, '"" role=""tab""\n                 data-tab-value=""').concat(r.EventsSessionID, '"" \n                 data-tab-category=""').concat(r.SessionName, '""\n                 aria-selected=""').concat(o, '"">\n          "
SESSION,33,494875,")); t && (n.SeasonSessions = t.Sessions, this.PopulateSessionTabs()) }, a.prototype.PopulateSessionTabs = function () { var t = r("".tabs-bar""); if (t.empty(), n.SeasonSessions && 0 !== n.SeasonSessions.length) { var e = 0; if (n.Session) { var a = n.SeasonSessions.findIndex((function (t) { return t.SessionName.replaceAll("" "", ""-"").toLowerCase() === n.Session })); -1 !== a && (e = a) } n.SeasonSessions.forEach((function (r, n) { var a = n === e ? ""active"" : """", o = n === e ? ""true"" : ""false""; t.append('<button class=""tab btn btn-secondary '.concat(a, '"" role=""tab""\n                 data-tab-value=""').concat(r.EventsSessionID, '"" \n                 data-tab-category=""').concat(r.SessionName, '""\n                 aria-selected=""').concat(o, '"">\n            <span>').concat(r.SessionName, ""</span>\n "
SESSION,34,494928,"eSessionTabs()) }, a.prototype.PopulateSessionTabs = function () { var t = r("".tabs-bar""); if (t.empty(), n.SeasonSessions && 0 !== n.SeasonSessions.length) { var e = 0; if (n.Session) { var a = n.SeasonSessions.findIndex((function (t) { return t.SessionName.replaceAll("" "", ""-"").toLowerCase() === n.Session })); -1 !== a && (e = a) } n.SeasonSessions.forEach((function (r, n) { var a = n === e ? ""active"" : """", o = n === e ? ""true"" : ""false""; t.append('<button class=""tab btn btn-secondary '.concat(a, '"" role=""tab""\n                 data-tab-value=""').concat(r.EventsSessionID, '"" \n                 data-tab-category=""').concat(r.SessionName, '""\n                 aria-selected=""').concat(o, '"">\n            <span>').concat(r.SessionName, ""</span>\n        </button>"")) })), this.AdjustTabsBarScrollingC"
SESSION,35,494971,"ionTabs = function () { var t = r("".tabs-bar""); if (t.empty(), n.SeasonSessions && 0 !== n.SeasonSessions.length) { var e = 0; if (n.Session) { var a = n.SeasonSessions.findIndex((function (t) { return t.SessionName.replaceAll("" "", ""-"").toLowerCase() === n.Session })); -1 !== a && (e = a) } n.SeasonSessions.forEach((function (r, n) { var a = n === e ? ""active"" : """", o = n === e ? ""true"" : ""false""; t.append('<button class=""tab btn btn-secondary '.concat(a, '"" role=""tab""\n                 data-tab-value=""').concat(r.EventsSessionID, '"" \n                 data-tab-category=""').concat(r.SessionName, '""\n                 aria-selected=""').concat(o, '"">\n            <span>').concat(r.SessionName, ""</span>\n        </button>"")) })), this.AdjustTabsBarScrollingContainer(), n.ViewBy = n.SeasonSessions[e]."
